id,food_profile
AUS_DATA_196,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Cake, plain butter cake, commercial, iced
- 详细描述：Commercially prepared plain butter style cake, with icing.
- 分类归属：Cakes and cake mixes, other types (编号: 13303)
- 采样详情：Proximates and Na were derived from a composite of 8 samples of commercially prepared plain butter cupcakes with icing (3x Stella Cakes, 2x independent cafe?/bakery, 2x Coles Bakery and 1x Woolworths Bakery) purchased in ACT in 2012. Resistant starch and fibre were derived from a composite of 3 samples of madeira cake (1x White Wings Madeira cake mix, 1x Greens Golden Madeira cake mix and 1x Mills and Wares Orange Madeira cake mix) purchased in NSW in 2012. Fat and fatty acids were derived from 2 individual samples of plain cakes (1x The Cake Stand Madeira Cake and 1x Sunfield & Poppyseed Cake) purchased in NSW in 2013. Vitamins (carotenes, B1, B2, B3, cryptoxanthin, retinol, C) were derived from a composite of 3 samples of cake (1x Cakemaster cake shop, 1x Glens cake shop, 1x Wenzels cake shop) purchased in Adelaide in 1988. Minerals were derived from a composite of 7 samples of cakes purchased in Sydney in 1989. Minerals (Cl, Cu, F, Mn, P, S, Se), moisture, vitamins (alpha-tocopherol, B6, biotin, pantothenic acid) were derived from a composite sample purchased in Adelaide in 1993. B12 and iodine were imputed from plain butter cake. Folate was imputed from lamington. Alcohol, caffeine, vitamin D and folic acid were imputed zero. Note low sum of proximates - data should be used with caution.
- 公共食物键码：F002168

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.96
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.199 mg/kg
  - 镉 (Cadmium, Cd): 0.098 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.18 mg/kg
  - 水分 (Moisture): 22.4 g/100g"
AUS_DATA_197,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Cake, plain butter cake, homemade, uniced
- 详细描述：Home prepared plain butter cake made from common household ingredients such as flour, milk, butter, sugar and eggs.
- 分类归属：Cakes and cake mixes, other types (编号: 13303)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F002171

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.245 mg/kg
  - 镉 (Cadmium, Cd): 0.068 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.18 mg/kg
  - 水分 (Moisture): 83.3 g/100g"
AUS_DATA_198,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Cake, plain butter cake, homemade, iced
- 详细描述：Home prepared plain butter cake made from common household ingredients such as flour, milk, butter, sugar and eggs, with icing.
- 分类归属：Cakes and cake mixes, other types (编号: 13303)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F002170

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.373 mg/kg
  - 镉 (Cadmium, Cd): 0.172 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.77 mg/kg
  - 水分 (Moisture): 12.7 g/100g"
AUS_DATA_199,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Cake, sponge, plain, commercial, uniced, unfilled
- 详细描述：Commercially prepared light sponge cake prepared with minimal added fat and with a significant proportion of eggs.
- 分类归属：Cakes and cake mixes, sponge (编号: 13302)
- 采样详情：The majority of nutrient data were derived from a composite of 8 samples of commercially prepared sponges (Coles, Farmland, 2x Woolworths, 4x unbranded) purchased in Melbourne in 2006. Fats and fatty acids were also derived from 1 sample (1x Bakehouse Pandan Flavour Sponge Cake) purchased in SA 2013. Alcohol, caffeine, folic acid and vitamin D were imputed zero.
- 公共食物键码：F002178

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.466 mg/kg
  - 镉 (Cadmium, Cd): 0.043 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.95 mg/kg
  - 水分 (Moisture): 74.0 g/100g"
AUS_DATA_200,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Cake, sponge, plain, commercial, uniced, filled with jam & cream
- 详细描述：Commercially prepared light sponge cake prepared with minimal added fat and with a significant proportion of eggs, with a jam and cream filling.
- 分类归属：Cakes and cake mixes, sponge (编号: 13302)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F002177

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.292 mg/kg
  - 镉 (Cadmium, Cd): 0.02 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.23 mg/kg
  - 水分 (Moisture): 83.6 g/100g"
AUS_DATA_201,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Doughnut, jam filled, sugar coated
- 详细描述：Batter shaped into a ball which as been deep fried. A small amount of jam is then injected into the centre and the doughnut dusted with sugar and cinnamon.
- 分类归属：Doughnuts (编号: 13605)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F003575

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.382 mg/kg
  - 镉 (Cadmium, Cd): 0.118 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.74 mg/kg
  - 水分 (Moisture): 20.3 g/100g"
AUS_DATA_202,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Doughnut, dusted with cinnamon & sugar
- 详细描述：Sweet batter extruded into a ring shape which has been deep fried in oil and dusted with cinnamon and sugar after cooking.
- 分类归属：Doughnuts (编号: 13605)
- 采样详情：The majority of nutrient data were derived from a composite sample of at least 5 purchases of cinnamon doughnuts from Sydney or Adelaide in the 1980s. Na, fat and fatty acids were derived from 10 individual samples of sugar and cinnamon coated doughnuts purchased from supermarkets and doughnut shops in NSW and WA in 2009. Fat and fatty acids were derived from 5 individual samples of doughnuts (2x Doughnut King, 1x Breadtop, 1x Coles, 1x Kilkenny Bakehouse) purchased in NSW, SA and Vic in 2013. Iodine was derived from 8 individual samples purchased from supermarkets and doughnut shops in NSW as part of the same program. Se, fibre, alpha-tocopherol and vitamin B6 were derived from a composite sample of cinnamon doughnuts purchased in Melbourne in 2000. Alcohol, caffeine, vitamin D and folate were imputed zero.
- 公共食物键码：F003573

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.96
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.138 mg/kg
  - 镉 (Cadmium, Cd): 0.199 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.17 mg/kg
  - 水分 (Moisture): 70.6 g/100g"
AUS_DATA_203,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Doughnut, iced
- 详细描述：Sweet batter extruded into a ring shape which has been deep fried in oil, and iced after cooking.
- 分类归属：Doughnuts (编号: 13605)
- 采样详情：The majority of nutrient data were derived from a composite of 6 samples of iced doughnuts purchased in Adelaide in 1988. Na, fat and fatty acids were derived from 3 individual samples of iced doughnuts purchased in WA and SA in 2009. Fat and fatty acids were also derived from 1 iced doughnut purchased at an independent bakery in SA in 2013. Iodine was derived from 1 sample of iced doughnuts purchased in SA as part of the same program. Vitamins (alpha-tocopherol, pantothenate, B6, biotin) and minerals (S, Se, Cl, F) were derived from a composite of 8 samples of iced doughnuts purchased in Adelaide in 1993. Fibre is imputed from values for similar foods. Folate was imputed from jam doughnut. B12 and tryptophan were borrowed from USDA SR28, 18251 - Doughnuts, cake-type, chocolate, sugared or glazed. Folic acid, vitamin D, caffeine and alcohol were imputed zero.
- 公共食物键码：F003574

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.96
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.468 mg/kg
  - 镉 (Cadmium, Cd): 0.178 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.19 mg/kg
  - 水分 (Moisture): 26.9 g/100g"
AUS_DATA_204,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Muffin, cake-style, berry, commercial
- 详细描述：Commercially prepared cake style muffin with added berries, such as blueberries and raspberries.
- 分类归属：Muffins, cake type, and muffin mixes (编号: 13304)
- 采样详情：Proximates and Na were derived from a composite of 8 samples of commercially baked berry muffins (3x independent cafe?/bakery, 1x Coles Bakery, 1x Woolworths Bakery, 1x Ashwood, 1x Bite into Life and 1x Muffin Break) purchased in ACT in 2012. I, Na, fat and fatty acids were determined in 12 individual samples of blueberry muffins purchased from bakeries and coffee shops in NSW, SA and WA in 2009. Vitamins (folate, B12, D) and iodine were determined in a composite of 8 samples of fruit muffins (1x Coles Blueberry, 1x Coles Apple, 1x Woolworths blueberry, 1x Woolworths banana, 1x Brumbies blueberry, 1x unbranded apple, 1x unbranded raspberry, 1x unbranded mango) purchased in Melbourne in February 2002. Remaining vitamins and minerals were determined in a composite sample of 6-8 purchases of fruit muffins purchased in Adelaide in 1994. Caffeine, alcohol, vitamin D and folic acid were imputed zero.
- 公共食物键码：F005877

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.96
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.188 mg/kg
  - 镉 (Cadmium, Cd): 0.125 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.47 mg/kg
  - 水分 (Moisture): 44.9 g/100g"
AUS_DATA_205,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Muffin, cake-style, chocolate chip, commercial
- 详细描述：Commercially prepared cake style muffin with added chocolate chips.
- 分类归属：Muffins, cake type, and muffin mixes (编号: 13304)
- 采样详情：Proximates and Na were derived from a composite of 8 samples of commercially prepared chocolate muffins with added chocolate chips (3x independent cafe/bakery, 1x Coles Bakery, 1x Woolworths Bakery, 1x Ashwood, 1x Muffin Break, and 1x Stella Cake) purchased in ACT in 2012. Resistant starch and fibre were derived from 1 sample of White Wings madeira cake mix purchased in NSW in 2012 and prepared according to packet instructions. Na, fat and fatty acids were also determined in 4 individual samples of chocolate chip muffins purchased from bakeries and coffee shops in SA and WA in 2009. Iodine was determined in 1 sample as part of the same program. Fat and fatty acids were also derived from 1 sample of Woolworths choc chip muffins purchased in VIC in 2013. Vitamins (B1, B2, B3, B6, B12, retinol, alpha-tocopherol, folate) and Ca were imputed from berry muffin. Minerals (Fe, Mg, P, K, Se, Zn) and vitamin C were imputed from iced chocolate cake. Caffeine, cholesterol and iodine were imputed from chocolate mud cake. Alcohol and vitamins (folic acid, D, beta-carotene) were imputed zero. Note low sum of proximates likely attributable to unquantified starch due to damage caused during the baking process - data should be used with caution.
- 公共食物键码：F005882

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.95
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.307 mg/kg
  - 镉 (Cadmium, Cd): 0.105 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.96 mg/kg
  - 水分 (Moisture): 35.4 g/100g"
AUS_DATA_206,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pancake, plain, homemade
- 详细描述：Home prepared batter made from common household ingredients such as milk, wheat flour and egg. The batter is poured onto a buttered hotplate and cooked until the batter is set.
- 分类归属：Pancakes, crepes and dishes (编号: 13601)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F006298

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.177 mg/kg
  - 镉 (Cadmium, Cd): 0.098 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.58 mg/kg
  - 水分 (Moisture): 44.3 g/100g"
AUS_DATA_207,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pikelet or pancake, sweet, commercial
- 详细描述：Commercially prepared pikelet. Contains added folic acid, iodised salt and thiamin.
- 分类归属：Drop scones, pikelets (编号: 13602)
- 采样详情：The majority of nutrient data were derived from a composite sample of pikelets purchased in Melbourne in 2000. Na, fat and fatty acids were derived from 10 individual samples of pikelets (2x Coles, 1x Creative Gourmet, 2x Mighty Soft, 3x Golden and 2x Woolworths) purchased in NSW and WA in 2009. Iodine was determined in 5 individual samples of pikelets (1x Coles, 1x Mighty Soft, 2x Golden and 1x Woolworths) purchased as part of the same program. Folic acid was estimated using the approximate flour content of bread and the folic acid content of flour for bread making after taking into account baking losses (200 ug/100 g). Caffeine, alcohol and vitamin D were imputed zero.
- 公共食物键码：F006700

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.36 mg/kg
  - 镉 (Cadmium, Cd): 0.181 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.63 mg/kg
  - 水分 (Moisture): 80.3 g/100g"
AUS_DATA_208,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pikelet, plain, homemade
- 详细描述：Home prepared batter, made from common household ingredients such as flour, milk, egg and sugar. The batter is spooned onto a greased hotplate and cooked until batter is set.
- 分类归属：Drop scones, pikelets (编号: 13602)
- 采样详情：The majority of nutrient data were derived from a composite sample of 6 batches of pikelets prepared in a laboratory in Adelaide in 1985. Ash, vitamins (alpha-tocopherol, B12, B6, folate), I, Se, tryptophan and trans fat were imputed from commercial pikelet. Alcohol, caffeine, vitamin D and folic acid were imputed zero.
- 公共食物键码：F006701

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.033 mg/kg
  - 镉 (Cadmium, Cd): 0.187 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.64 mg/kg
  - 水分 (Moisture): 35.7 g/100g"
AUS_DATA_209,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pudding, chocolate, homemade
- 详细描述：Home prepared cake-style chocolate pudding made from common household ingredients such as flour, cocoa, sugar, milk, water and butter, then baked.
- 分类归属：Cake-type desserts (编号: 13305)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F007507

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.255 mg/kg
  - 镉 (Cadmium, Cd): 0.047 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.98 mg/kg
  - 水分 (Moisture): 43.2 g/100g"
AUS_DATA_210,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pudding, plum, steamed or boiled, homemade
- 详细描述：Home prepared steamed or boiled pudding, made from commonly household ingredients such as dried fruit, candied fruit peel, brandy, flour, sugar, eggs, butter and spices. Most commonly consumed at Christmas time.
- 分类归属：Cake-type desserts (编号: 13305)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F007512

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.438 mg/kg
  - 镉 (Cadmium, Cd): 0.033 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.96 mg/kg
  - 水分 (Moisture): 68.5 g/100g"
AUS_DATA_211,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Pudding, sticky date, homemade
- 详细描述：Home prepared cake-style dessert with caramel sauce made from common household ingredients such as flour, butter, sugar, eggs, milk, chopped dates and spices.
- 分类归属：Cake-type desserts (编号: 13305)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F007529

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.439 mg/kg
  - 镉 (Cadmium, Cd): 0.039 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.23 mg/kg
  - 水分 (Moisture): 58.3 g/100g"
AUS_DATA_212,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Scone, plain, commercial
- 详细描述：Commercially prepared, dough-like product made from flour, water, sugar, fat and a raising agent.
- 分类归属：Scones and rock cakes, plain or with added fruit or vegetables only (编号: 13307)
- 采样详情：Proximates (protein, fibre, fat, starch) and Na were based on label information for Baker's Delight plain scones available in 2020. Fat and fatty acids were derived from 3 individual samples of plain scones (1x Haywood and Padgett, 1x Muffin Break and 1x Coles) purchased in NSW 2013. The majority of remaining nutrient data were derived from a composite of 6 samples of scones (independent cake shops) purchased in Sydney in the 1980s. Vitamins (carotenes, B1, B2, B3, C, retinol) were determined in a composite of 5 samples purchased in Adelaide in the early 1990s. P, Se and vitamins (alpha-tocopherol, B6, retinol) were derived from a composite of 7 samples (6x independent bakeries and 1x Woolworths) in Adelaide in 1993. B12, folate and iodine were imputed from commercial pikelet. Alcohol, caffeine, vitamin D and folic acid were imputed zero.
- 公共食物键码：F008173

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.96
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.468 mg/kg
  - 镉 (Cadmium, Cd): 0.134 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.4 mg/kg
  - 水分 (Moisture): 75.0 g/100g"
AUS_DATA_213,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Scone, plain, homemade
- 详细描述：Home prepared dough-like product made from common household ingredients such as flour, milk, sugar, fat, egg and a raising agent.
- 分类归属：Scones and rock cakes, plain or with added fruit or vegetables only (编号: 13307)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F008174

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.389 mg/kg
  - 镉 (Cadmium, Cd): 0.173 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.13 mg/kg
  - 水分 (Moisture): 20.8 g/100g"
AUS_DATA_214,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Scone, pumpkin, homemade
- 详细描述：Dough-like product made from white wheat flour, milk, sugar, fat, egg and raising agent to which mashed pumpkin is added before baking.
- 分类归属：Scones and rock cakes, plain or with added fruit or vegetables only (编号: 13307)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F008176

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.363 mg/kg
  - 镉 (Cadmium, Cd): 0.061 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.91 mg/kg
  - 水分 (Moisture): 73.3 g/100g"
AUS_DATA_215,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Slice, caramel
- 详细描述：Sweet slice made from ingredients such as flour, coconut, sugar, butter, condensed milk, golden syrup and chocolate. The slice has a biscuit-style base, firm caramel filling and hard chocolate top.
- 分类归属：Slices, biscuit and cake-type (编号: 13306)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F008278

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.037 mg/kg
  - 镉 (Cadmium, Cd): 0.017 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.38 mg/kg
  - 水分 (Moisture): 39.5 g/100g"
AUS_DATA_216,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Buckwheat groats, cooked in water, no added salt
- 详细描述：Buck wheat, hulled, crushed, roasted kernels, used in a similar manner to rice. Cooked in unsalted water without the addition of fat or salt.
- 分类归属：Grains (other than rice) and grain fractions (编号: 12101)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F001918

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.419 mg/kg
  - 镉 (Cadmium, Cd): 0.116 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.95 mg/kg
  - 水分 (Moisture): 63.6 g/100g"
AUS_DATA_217,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Porridge, rolled oats, prepared with regular fat cows milk
- 详细描述：Rolled oats prepared according to label directions. Milk includes fortified and unfortified varieties. Cooked on the stove top or by microwaving.
- 分类归属：Porridge style, oat based (编号: 12601)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F007156

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.161 mg/kg
  - 镉 (Cadmium, Cd): 0.16 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.31 mg/kg
  - 水分 (Moisture): 45.3 g/100g"
AUS_DATA_218,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Amaranth, grain, whole, uncooked
- 详细描述：Very small, round grains, with a light sandy/beige colour.
- 分类归属：Grains (other than rice) and grain fractions (编号: 12101)
- 采样详情：The majority of nutrient data were based on representative samples of Indian Amaranth analysed in 2012 (Grains & Legumes Nutrition Council, 2014). Individual fatty acids, vitamins (beta-carotene, B12, folate) and tryptophan were borrowed from USDA SR28, 20001 - Amaranth grain, uncooked. Fatty acids were adjusted based on total values determined by the Grains & Legumes Nutrition Council in 2014. Iodine was borrowed from Japan 7th ed., 01001 - Amaranth, whole grain, raw. Caffeine, cholesterol, alcohol, vitamins (folic acid, retinol, D) and trans fat were imputed zero. Note high sum of proximates - data should be used with caution.
- 公共食物键码：F000061

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.9
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.121 mg/kg
  - 镉 (Cadmium, Cd): 0.176 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.12 mg/kg
  - 水分 (Moisture): 75.8 g/100g"
AUS_DATA_219,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Barley, pearl, uncooked
- 详细描述：Grain that has had the bran removed, then is steamed and polished. Uncooked.
- 分类归属：Grains (other than rice) and grain fractions (编号: 12101)
- 采样详情：The majority of nutrient data were based on a representative sample of Australian pearled barley analysed in 2012 (Grains & Legumes Nutrition Council, 2014). Minerals were derived from a composite of 9 samples of pearl barley (3x HC McKenzies, 3x Anchor, 1x Gaganis Bros, 1x Sungrown and 1x Omega Foods) purchased in Adelaide in 1993. Amino acids were derived from a composite of 4 samples of pearly barley (2x Wyandra, 2x McKenzies) purchased in Melbourne in 1991. The majority of individual fatty acids and sugars were derived from 6 samples of pearled barley (3x Anchor, 3x Unbranded) purchased in SA in 1986. Folate, vitamin C and some polyunsaturated fatty acids were borrowed from USDA SR28, 20005 - Barley, pearled, raw. Vitamins (B12, D, retinol, folic acid), caffeine, cholesterol, alcohol and trans fat were imputed zero.
- 公共食物键码：F000379

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：5.83
- 脂肪换算系数 (Fat Factor)：0.72
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.154 mg/kg
  - 镉 (Cadmium, Cd): 0.013 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.29 mg/kg
  - 水分 (Moisture): 73.2 g/100g"
AUS_DATA_220,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Barley, pearl, boiled, no added fat or salt
- 详细描述：Grain that has had the bran removed, then is steamed and polished. Prepared by boiling in unsalted water until tender without the addition of fat or salt.
- 分类归属：Grains (other than rice) and grain fractions (编号: 12101)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F000378

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.281 mg/kg
  - 镉 (Cadmium, Cd): 0.072 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.24 mg/kg
  - 水分 (Moisture): 77.2 g/100g"
